Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2015","2015","kg/ha","42505.2","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2015","2015","t","7119837","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2016","2016","ha","179129","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2016","2016","kg/ha","38826.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2016","2016","t","6954983","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2017","2017","ha","194055","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2017","2017","kg/ha","44046","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2017","2017","t","8547354","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2018","2018","ha","199560","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2018","2018","kg/ha","39388.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2018","2018","t","7860380","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2019","2019","ha","207160","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2019","2019","kg/ha","41322.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2019","2019","t","8560410","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2020","2020","ha","216420","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2020","2020","kg/ha","40764.2","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2020","2020","t","8822180","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2021","2021","ha","211590","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2021","2021","kg/ha","42474.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2021","2021","t","8987220","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2022","2022","ha","211670","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2022","2022","kg/ha","38113","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2022","2022","t","8067380","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","01510","Potatoes","2023","2023","ha","204010","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","01510","Potatoes","2023","2023","kg/ha","42186.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","01510","Potatoes","2023","2023","t","8606490","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2000","2000","ha","5248436","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2000","2000","kg/ha","7117.5","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2000","2000","t","37355956.9","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2001","2001","ha","4767362","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2001","2001","kg/ha","6616.9","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2001","2001","t","31545319.3","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2002","2002","ha","5229556","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2002","2002","kg/ha","7445.5","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2002","2002","t","38936514.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2003","2003","ha","4876697","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2003","2003","kg/ha","6250","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2003","2003","t","30479361.5","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2004","2004","ha","5237005","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2004","2004","kg/ha","7578.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2004","2004","t","39690179.5","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2005","2005","ha","5277999","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2005","2005","kg/ha","6988.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2005","2005","t","36886102.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2006","2006","ha","5245735","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2006","2006","kg/ha","6741.4","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2006","2006","t","35363563.4","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2007","2007","ha","5238602","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2007","2007","kg/ha","6254.2","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2007","2007","t","32763445.9","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2008","2008","ha","5492443","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2008","2008","kg/ha","7101.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2008","2008","t","39006372","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2009","2009","ha","5147394","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2009","2009","kg/ha","7447.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2009","2009","t","38336864.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2010","2010","ha","5426820","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2010","2010","kg/ha","7040.5","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2010","2010","t","38207431","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2011","2011","ha","5407328","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2011","2011","kg/ha","6656.3","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2011","2011","t","35992794.3","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2012","2012","ha","5297826","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2012","2012","kg/ha","7151.2","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2012","2012","t","37885741.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2013","2013","ha","5319778","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2013","2013","kg/ha","7265.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2013","2013","t","38651472","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2014","2014","ha","5297210","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2014","2014","kg/ha","7353","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2014","2014","t","38950202","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2015","2015","ha","5480208","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2015","2015","kg/ha","7800.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2015","2015","t","42750027.4","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2016","2016","ha","5542247","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2016","2016","kg/ha","5289.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2016","2016","t","29316331","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2017","2017","ha","5332084","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2017","2017","kg/ha","7253.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2017","2017","t","38677896","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2018","2018","ha","5234090","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2018","2018","kg/ha","6768","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2018","2018","t","35424140","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2019","2019","ha","5244250","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2019","2019","kg/ha","7742.8","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2019","2019","t","40604960","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2020","2020","ha","4519780","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2020","2020","kg/ha","6677.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2020","2020","t","30181140","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2021","2021","ha","5276730","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2021","2021","kg/ha","6928.4","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2021","2021","t","36559450","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2022","2022","ha","4949840","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2022","2022","kg/ha","6996.7","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2022","2022","t","34632380","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2023","2023","ha","4998280","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0111","Wheat","2023","2023","kg/ha","7201.6","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2023","2023","t","35995570","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2000","2000","ha","872730","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2000","2000","kg/ha","10162.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2000","2000","t","8869500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2001","2001","ha","859859","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2001","2001","kg/ha","10453.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2001","2001","t","8988400","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2002","2002","ha","836330","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2002","2002","kg/ha","8840.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2002","2002","t","7393880","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2003","2003","ha","835546","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2003","2003","kg/ha","8955.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2003","2003","t","7482936","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2004","2004","ha","787000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2004","2004","kg/ha","11044.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2004","2004","t","8691970","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2005","2005","ha","793000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2005","2005","kg/ha","10786.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2005","2005","t","8553576","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2006","2006","ha","786000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2006","2006","kg/ha","10593.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2006","2006","t","8326688","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2007","2007","ha","782000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2007","2007","kg/ha","9453.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2007","2007","t","7392543","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2008","2008","ha","788100","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2008","2008","kg/ha","9888.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2008","2008","t","7793301","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2009","2009","ha","801900","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2009","2009","kg/ha","10278.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2009","2009","t","8242500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2010","2010","ha","777500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2010","2010","kg/ha","10016.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2010","2010","t","7787800","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2011","2011","ha","725353","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2011","2011","kg/ha","10263.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2011","2011","t","7444881","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2012","2012","ha","686644","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2012","2012","kg/ha","10075.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2012","2012","t","6918043.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2013","2013","ha","702106","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2013","2013","kg/ha","11409.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2013","2013","t","8010364.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2014","2014","ha","682183","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2014","2014","kg/ha","10159.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2014","2014","t","6930794.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2015","2015","ha","672858","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2015","2015","kg/ha","11763.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2015","2015","t","7915007.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2016","2016","ha","668087","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2016","2016","kg/ha","12276.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2016","2016","t","8201913.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2017","2017","ha","670085","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2017","2017","kg/ha","10699.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2017","2017","t","7169745","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2018","2018","ha","675820","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2018","2018","kg/ha","12597.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2018","2018","t","8513640","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2019","2019","ha","697910","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2019","2019","kg/ha","11319.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2019","2019","t","7900120","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2020","2020","ha","703900","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2020","2020","kg/ha","11681.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2020","2020","t","8222360","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2021","2021","ha","702670","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2021","2021","kg/ha","11597.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2021","2021","t","8149400","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2022","2022","ha","709890","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2022","2022","kg/ha","11886.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2022","2022","t","8437970","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","01330","Grapes","2023","2023","ha","713350","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","01330","Grapes","2023","2023","kg/ha","9348.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","01330","Grapes","2023","2023","t","6668830","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2000","2000","ha","1064000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","9527.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2000","2000","t","10137500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","1109341","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","9513.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2001","2001","t","10553706","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","1111952","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","9491.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2002","2002","t","10554422","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","1163229","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","7481.1","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2003","2003","t","8702288","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","1196953","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","9497.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2004","2004","t","11368007","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","1113166","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","9367.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2005","2005","t","10427930","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","1107997","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","8728.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2006","2006","t","9671206","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","1053396","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","9312","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2007","2007","t","9809266","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","991500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","9572.6","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2008","2008","t","9491203","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","915500","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","8604.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2009","2009","t","7877700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","926776","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","9167.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2010","2010","t","8495940","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","994831","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","9803.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2011","2011","t","9752592","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","978543","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","8032.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2012","2012","t","7860123.3","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","908114","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","8698.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2013","2013","t","7899616.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","869947","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","10620.8","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2014","2014","t","9239544.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","727366","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","9725.4","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2015","2015","t","7073896","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","660727","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","10351.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2016","2016","t","6839499.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","645742","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","9366.7","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2017","2017","t","6048499","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","591210","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","10485.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2018","2018","t","6199150","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","628800","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","9985.9","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2019","2019","t","6279120","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","602860","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","11268.2","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2020","2020","t","6793130","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","588600","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","10329.5","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5510","Production","0112","Maize (corn)","2021","2021","t","6079960","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","563700","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","8332.7","A","Official figure",""
